#isin;date;price;priceCurrency;NotationMorningStar;NotationLipperCapitalPreservation;NotationLipperRegularPerformances;NotationLipperAbsolutePerformances;SharpeRatio1;SharpeRatio3;SharpeRatio5;SharpeRatio10
FR0000988438;2015-01-17;635.27;EUR;5;4;5;5;1.01;2.09;1.12;0.54
