#isin;date;price;priceCurrency;NotationMorningStar;NotationLipperCapitalPreservation;NotationLipperRegularPerformances;NotationLipperAbsolutePerformances;SharpeRatio1;SharpeRatio3;SharpeRatio5;SharpeRatio10
FR0010836163;2015-01-17;1.0;846.370;5;5;5;5;1.1;2.28;1.2;NaN
