#isin;date;price;priceCurrency;NotationMorningStar;NotationLipperCapitalPreservation;NotationLipperRegularPerformances;NotationLipperAbsolutePerformances;SharpeRatio1;SharpeRatio3;SharpeRatio5;SharpeRatio10
LU0212178916;2015-01-17;162.57;EUR;4;4;5;5;1.37;2.21;1.15;NaN
